iter	MAE	MAE
1012	104.8810762	104.8810762
1013	104.8385272	104.8385193
1014	104.7958123	104.7958123
1015	104.76058	104.7605721
1016	104.725798	104.7257901
1017	104.6834861	104.6834782
1018	104.6408976	104.6408897
1019	104.6078145	104.6078145
1020	104.5638432	104.5638432
1021	104.5212152	104.5212073
1022	104.4756558	104.4756637
1023	104.4338733	104.4338654
1024	104.3914191	104.3914112
1025	104.3487042	104.3486963
1026	104.3058549	104.3058707
1027	104.2646176	104.2646018
1028	104.2240044	104.2240044
1029	104.1831937	104.1831858
1030	104.1414665	104.1414665
1031	104.0974874	104.0975111
1032	104.0569769	104.056969
1033	104.0156131	104.0156131
1034	103.9760193	103.9760193
1035	103.9366229	103.9366308
1036	103.8965787	103.8965866
1037	103.8570954	103.8570954
1038	103.8171223	103.8171144
1039	103.7768726	103.7768884
1040	103.7370733	103.7370812
1041	103.6989728	103.6989649
1042	103.6604298	103.660414
1043	103.620512	103.6205041
1044	103.5819137	103.5819137
1045	103.5431574	103.5431653
1046	103.5056021	103.5055942
1047	103.4744627	103.4744469
1048	103.4359513	103.4359592
1049	103.3986963	103.3987042
1050	103.3586757	103.3586836
1051	103.3208281	103.320836
1052	103.2835335	103.2835256
1053	103.2456463	103.2456463
1054	103.2076011	103.207609
1055	103.1699431	103.169951
1056	103.1316214	103.1316214
1057	103.0939001	103.0939001
1058	103.0572693	103.0572614
1059	103.0200458	103.0200458
1060	102.9813211	102.9813211
1061	102.9447298	102.9447298
1062	102.915226	102.9152339
1063	102.886702	102.886702
1064	102.8466024	102.8466103
1065	102.8101612	102.810177
1066	102.7731748	102.7731748
1067	102.7341577	102.7341577
1068	102.6999842	102.6999842
1069	102.6627607	102.6627607
1070	102.6366862	102.6366941
1071	102.6011615	102.6011536
1072	102.5660793	102.5660714
1073	102.5314554	102.5314633
1074	102.4949668	102.4949747
1075	102.4675648	102.4675727
1076	102.4321745	102.4321824
1077	102.4044485	102.4044406
1078	102.3695954	102.3695875
1079	102.3426912	102.3426991
1080	102.3065107	102.3065028
1081	102.2724953	102.2724953
1082	102.2365992	102.2365992
1083	102.1987516	102.1987437
1084	102.1611252	102.1611331
1085	102.1217762	102.1217762
1086	102.0940107	102.0939949
1087	102.0588417	102.0588338
1088	102.0229851	102.022993
1089	101.9873657	101.9873578
1090	101.951762	101.9517383
1091	101.9270781	101.9270781
1092	101.8929362	101.8929441
1093	101.8582807	101.8582886
1094	101.8237674	101.8237832
1095	101.789744	101.7897519
1096	101.7534845	101.7534766
1097	101.7206463	101.7206542
1098	101.6856985	101.6856906
1099	101.6505373	101.6505373
1100	101.6167747	101.6167905
1101	101.582135	101.5821429
1102	101.5477402	101.5477402
1103	101.5211678	101.5211678
1104	101.4872867	101.4872867
1105	101.4541482	101.4541482
1106	101.421476	101.4214839
1107	101.3874842	101.3874605
1108	101.3639697	101.3639618
1109	101.3313527	101.3313685
1110	101.2990992	101.2990913
1111	101.2670038	101.2670196
1112	101.2329804	101.2329725
1113	101.2015171	101.2015329
1114	101.1681732	101.1681653
1115	101.1342209	101.1342288
1116	101.1022519	101.1022361
1117	101.0703777	101.0703935
1118	101.0368442	101.0368442
1119	101.0037295	101.0037295
1120	100.9708202	100.9708281
1121	100.9386299	100.938622
1122	100.9072219	100.9072377
1123	100.8838259	100.8838259
1124	100.8600111	100.860019
1125	100.8268726	100.8268647
1126	100.7954725	100.7954804
1127	100.7632822	100.7632822
1128	100.733012	100.733012
1129	100.7013511	100.7013511
1130	100.6708834	100.6708913
1131	100.6381795	100.6381716
1132	100.6077908	100.6077908
1133	100.5750158	100.5750158
1134	100.5425174	100.5425253
1135	100.5122551	100.5122472
1136	100.4819848	100.4819927
1137	100.461054	100.4610619
1138	100.4349953	100.4350111
1139	100.403366	100.4033739
1140	100.3805389	100.3805468
1141	100.3491862	100.3491783
1142	100.3186473	100.3186394
1143	100.2890803	100.2890882
1144	100.2568979	100.2568979
1145	100.2351375	100.2351533
1146	100.2127686	100.2127686
1147	100.1875553	100.1875553
1148	100.1564633	100.1564633
1149	100.1258138	100.1258138
1150	100.0936473	100.0936394
1151	100.0632743	100.0632822
1152	100.0402892	100.0402971
1153	100.0116308	100.0116308
1154	99.98098925	99.98098925
1155	99.95151707	99.95152497
1156	99.92322219	99.92321429
1157	99.89224083	99.89224083
1158	99.86293458	99.86293458
1159	99.83366783	99.83365992
1160	99.80031606	99.80033186
1161	99.77108091	99.77108881
1162	99.73989412	99.73988622
1163	99.71037453	99.71038243
1164	99.68100506	99.68100506
1165	99.65643963	99.65645544
1166	99.62422566	99.62423357
1167	99.59531448	99.59531448
1168	99.56473609	99.56474399
1169	99.535817	99.5358091
1170	99.51508375	99.51509166
1171	99.48599083	99.48598293
1172	99.45635272	99.45636062
1173	99.4238622	99.4238701
1174	99.40372946	99.40372946
1175	99.37578224	99.37577434
1176	99.35501738	99.35502528
1177	99.32300095	99.32300095
1178	99.29387642	99.29388432
1179	99.27492889	99.27493679
1180	99.25664507	99.25663717
1181	99.22887958	99.22887958
1182	99.20828856	99.20828856
1183	99.18060209	99.18060209
1184	99.15129583	99.15128003
1185	99.12141277	99.12141277
1186	99.09304678	99.09304678
1187	99.06570796	99.06570006
1188	99.03688369	99.03688369
1189	99.01570796	99.01570796
1190	98.99536188	98.99536979
1191	98.96857617	98.96858407
1192	98.94326011	98.94325221
1193	98.91559735	98.91559735
1194	98.88971239	98.88972819
1195	98.86327434	98.86327434
1196	98.83512168	98.83512168
1197	98.81050885	98.81052465
1198	98.78418142	98.78418142
1199	98.75665297	98.75664507
1200	98.72996997	98.72996207
1201	98.70417984	98.70418774
1202	98.67738622	98.67737042
1203	98.65099558	98.65099558
1204	98.62458123	98.62457332
1205	98.60326327	98.60326327
1206	98.57597977	98.57597187
1207	98.5471713	98.5471634
1208	98.52179204	98.52179994
1209	98.49528287	98.49526707
1210	98.46995891	98.46995891
1211	98.45221239	98.45219659
1212	98.43332016	98.43332807
1213	98.41473609	98.41473609
1214	98.39018647	98.39017857
1215	98.36244469	98.36245259
1216	98.34301517	98.34301517
1217	98.32261378	98.32260588
1218	98.30448799	98.30449589
1219	98.28632269	98.2863385
1220	98.26121207	98.26120417
1221	98.24285714	98.24285714
1222	98.22292193	98.22291403
1223	98.1965787	98.1965708
1224	98.17241625	98.17242415
1225	98.15469343	98.15469343
1226	98.13610145	98.13610936
1227	98.11001896	98.11001106
1228	98.08301991	98.08301991
1229	98.06106195	98.06105405
1230	98.04168774	98.04168774
1231	98.01594501	98.0159371
1232	97.99084229	97.99083439
1233	97.96628477	97.96628477
1234	97.94826169	97.94826169
1235	97.92951169	97.92950379
1236	97.91219975	97.91219975
1237	97.8931574	97.89314949
1238	97.8744469	97.874439
1239	97.85818584	97.85820164
1240	97.83543774	97.83543774
1241	97.80998736	97.80998736
1242	97.79099241	97.79098451
1243	97.76758059	97.76758059
1244	97.74269912	97.74271492
1245	97.71881321	97.71882111
1246	97.69274652	97.69275442
1247	97.66621365	97.66620575
1248	97.64765329	97.64763748
1249	97.62482617	97.62482617
1250	97.60491466	97.60491466
1251	97.58606195	97.58606985
1252	97.56299779	97.56299779
1253	97.54766909	97.54766119
1254	97.52425727	97.52425727
1255	97.50088496	97.50088496
1256	97.4846634	97.4846555
1257	97.46160714	97.46160714
1258	97.44677623	97.44677623
1259	97.43077592	97.43077592
1260	97.4068189	97.4068189
1261	97.39077908	97.39077908
1262	97.36597661	97.36596871
1263	97.34826169	97.34826169
1264	97.32632743	97.32632743
1265	97.30971081	97.30971081
1266	97.29186947	97.29186157
1267	97.2755689	97.275561
1268	97.25257585	97.25257585
1269	97.22999368	97.22997788
1270	97.21176517	97.21176517
1271	97.18870891	97.18871681
1272	97.17220291	97.17221871
1273	97.14903603	97.14903603
1274	97.13233249	97.13234039
1275	97.11606353	97.11604772
1276	97.09917826	97.09917826
1277	97.08345449	97.08346239
1278	97.06895544	97.06894753
1279	97.04651549	97.04651549
1280	97.03050727	97.03050727
1281	97.00593394	97.00594185
1282	96.98268015	96.98268805
1283	96.9596634	96.9596713
1284	96.94533028	96.94533028
1285	96.93057048	96.93057838
1286	96.91510746	96.91510746
1287	96.89160872	96.89161662
1288	96.87022756	96.87021966
1289	96.85505689	96.85506479
1290	96.84154551	96.84154551
1291	96.82605088	96.82605088
1292	96.81016909	96.81017699
1293	96.79303887	96.79304678
1294	96.76949273	96.76948483
1295	96.75504109	96.75505689
1296	96.74152971	96.74152971
1297	96.72812895	96.72812895
1298	96.71406448	96.71405657
1299	96.6914665	96.6914744
1300	96.67654867	96.67653287
1301	96.6619311	96.661939
1302	96.6409371	96.64094501
1303	96.62533976	96.62534766
1304	96.61196271	96.61196271
1305	96.59724241	96.59724241
1306	96.5761141	96.5761141
1307	96.55419564	96.55418774
1308	96.53098925	96.53098925
1309	96.51721713	96.51720923
1310	96.49495101	96.49495891
1311	96.48118679	96.48118679
1312	96.46611884	96.46610303
1313	96.45100348	96.45101138
1314	96.43774494	96.43773704
1315	96.41949273	96.41947693
1316	96.3982775	96.3982775
1317	96.37676991	96.37677781
1318	96.35577592	96.35576802
1319	96.34127686	96.34126896
1320	96.31682206	96.31682996
1321	96.30318426	96.30317636
1322	96.28145544	96.28145544
1323	96.2670512	96.2670591
1324	96.25290771	96.25291561
1325	96.2386378	96.2386378
1326	96.22493679	96.22495259
1327	96.20271808	96.20271808
1328	96.18136062	96.18137642
1329	96.16750158	96.16750158
1330	96.15252845	96.15252845
1331	96.13281448	96.13281448
1332	96.11893963	96.11893173
1333	96.09875158	96.09875158
1334	96.08648072	96.08648862
1335	96.07310367	96.07310367
1336	96.05372946	96.05372946
1337	96.04118995	96.04118995
1338	96.02115992	96.02115202
1339	96.00053729	96.00052939
1340	95.98722345	95.98723135
1341	95.97229772	95.97230563
1342	95.95904709	95.95904709
1343	95.93833755	95.93834545
1344	95.9261457	95.9261457
1345	95.9147993	95.91480721
1346	95.89476928	95.89476138
1347	95.88133692	95.88132901
1348	95.8682048	95.8682048
1349	95.85583913	95.85584703
1350	95.84312579	95.84312579
1351	95.82410714	95.82410714
1352	95.81203382	95.81204962
1353	95.79665771	95.79666561
1354	95.78477402	95.78476612
1355	95.77162611	95.77163401
1356	95.75957649	95.75956858
1357	95.74731353	95.74730563
1358	95.72597187	95.72597187
1359	95.70621049	95.70621049
1360	95.68413401	95.68414191
1361	95.67223451	95.67223451
1362	95.65140645	95.65140645
1363	95.63033344	95.63034134
1364	95.61905025	95.61905815
1365	95.60584703	95.60584703
1366	95.58697851	95.58697851
1367	95.57474716	95.57473135
1368	95.56379583	95.56379583
1369	95.55254425	95.55255215
1370	95.53272756	95.53271176
1371	95.52081226	95.52082016
1372	95.50840708	95.50840708
1373	95.49551201	95.49551991
1374	95.47363306	95.47364096
1375	95.46196271	95.4619548
1376	95.44175885	95.44176675
1377	95.42878477	95.42878477
1378	95.41630057	95.41630847
1379	95.40499368	95.40499368
1380	95.39087389	95.3908897
1381	95.37234513	95.37234513
1382	95.35746681	95.35747472
1383	95.33689949	95.33689949
1384	95.32376738	95.32377528
1385	95.31104614	95.31104614
1386	95.29832491	95.29832491
1387	95.28663875	95.28663085
1388	95.26694848	95.26694848
1389	95.24642857	95.24641277
1390	95.23565898	95.23565107
1391	95.22296144	95.22295354
1392	95.21006637	95.21006637
1393	95.19975506	95.19976296
1394	95.18885904	95.18885904
1395	95.17512642	95.17512642
1396	95.15449589	95.15448799
1397	95.14211441	95.14210651
1398	95.12120733	95.12119943
1399	95.1028287	95.1028366
1400	95.09014697	95.09015487
1401	95.07569532	95.07568742
1402	95.06412769	95.06412769
1403	95.05365044	95.05365834
1404	95.04209861	95.04209861
1405	95.02228982	95.02229772
1406	95.00195954	95.00196745
1407	94.98078382	94.98079172
1408	94.96995101	94.96995891
1409	94.9590629	94.9590629
1410	94.94462705	94.94462705
1411	94.93322535	94.93322535
1412	94.91266593	94.91267383
1413	94.90233091	94.90233091
1414	94.88497946	94.88497155
1415	94.86664823	94.86665613
1416	94.85604456	94.85604456
1417	94.84512484	94.84513274
1418	94.82684893	94.82685683
1419	94.80722187	94.80721397
1420	94.79014697	94.79014697
1421	94.7801201	94.7801201
1422	94.7698878	94.7698799
1423	94.7579409	94.7579409
1424	94.74587547	94.74587547
1425	94.73478982	94.73479772
1426	94.72542668	94.72544248
1427	94.71180468	94.71180468
1428	94.69919406	94.69919406
1429	94.67804204	94.67804204
1430	94.66613464	94.66614254
1431	94.64987358	94.64988148
1432	94.63209545	94.63208755
1433	94.61289507	94.61290297
1434	94.59471397	94.59472187
1435	94.58233249	94.58233249
1436	94.56575537	94.56576327
1437	94.55317636	94.55316846
1438	94.5357933	94.5358012
1439	94.52461283	94.52461283
1440	94.50647124	94.50647124
1441	94.49699747	94.49699747
1442	94.48716814	94.48716814
1443	94.47060683	94.47060683
1444	94.45146176	94.45146176
1445	94.43934893	94.43935683
1446	94.41871839	94.4187342
1447	94.40801201	94.40800411
1448	94.39099241	94.39100032
1449	94.38132111	94.38132111
1450	94.37201327	94.37201327
1451	94.36091182	94.36092762
1452	94.34201169	94.34200379
1453	94.33169248	94.33168458
1454	94.32142067	94.32142067
1455	94.3005531	94.3005452
1456	94.28257743	94.28256163
1457	94.27169722	94.27169722
1458	94.26114096	94.26114096
1459	94.25072693	94.25071903
1460	94.23270386	94.23270386
1461	94.21631637	94.21631637
1462	94.19980247	94.19981037
1463	94.17778129	94.17778129
1464	94.15955278	94.15955278
1465	94.14236726	94.14235145
1466	94.12432838	94.12433628
1467	94.10849399	94.10849399
1468	94.09810367	94.09809576
1469	94.08713654	94.08714444
1470	94.0750237	94.07503161
1471	94.06482301	94.06482301
1472	94.05496997	94.05497788
1473	94.04402655	94.04404235
1474	94.0352165	94.0352086
1475	94.01901865	94.01901865
1476	94.00945796	94.00946587
1477	94.0000237	94.0000158
1478	93.98226928	93.98227718
1479	93.96601612	93.96601612
1480	93.95608407	93.95608407
1481	93.94579646	93.94579646
1482	93.93541403	93.93540613
1483	93.92574273	93.92574273
1484	93.91692478	93.91694058
1485	93.90515961	93.90515961
1486	93.89498262	93.89498262
1487	93.88610936	93.88610936
1488	93.87640645	93.87641435
1489	93.86741466	93.86741466
1490	93.84986568	93.84985777
1491	93.83907238	93.83906448
1492	93.8301122	93.8301122
1493	93.81261062	93.81261062
1494	93.80176201	93.80175411
1495	93.79273072	93.79273862
1496	93.78138432	93.78138432
1497	93.76467288	93.76468078
1498	93.75404551	93.75404551
1499	93.73582491	93.73582491
1500	93.71917668	93.71917668
1501	93.70460651	93.70459071
1502	93.68775284	93.68774494
1503	93.67914823	93.67914823
1504	93.66216814	93.66216024
1505	93.65410872	93.65414033
1506	93.63615676	93.63615676
1507	93.62074905	93.62074905
1508	93.61233407	93.61233407
1509	93.60315265	93.60316056
1510	93.58785556	93.58785556
1511	93.57155499	93.57155499
1512	93.55408502	93.55407712
1513	93.54590708	93.54590708
1514	93.53572219	93.53573009
1515	93.51661662	93.51661662
1516	93.50019753	93.50019753
1517	93.48397598	93.48396018
1518	93.47537137	93.47537137
1519	93.46679046	93.46679046
1520	93.45720607	93.45720607
1521	93.44249368	93.44249368
1522	93.43274336	93.43273546
1523	93.42488148	93.42487358
1524	93.41517857	93.41517857
1525	93.40687421	93.40687421
1526	93.39860145	93.39860145
1527	93.38171618	93.38171618
1528	93.36564475	93.36564475
1529	93.35547566	93.35547566
1530	93.34837231	93.34838812
1531	93.33166877	93.33169248
1532	93.32082807	93.32082807
1533	93.3051201	93.3051122
1534	93.28936473	93.28936473
1535	93.28073641	93.28074431
1536	93.26449115	93.26447535
1537	93.25394279	93.25394279
1538	93.24436631	93.24435841
1539	93.23455278	93.23456068
1540	93.22503161	93.22503161
1541	93.21113306	93.21112516
1542	93.194311	93.1943031
1543	93.18592762	93.18592762
1544	93.17028287	93.17026707
1545	93.15392699	93.15391909
1546	93.14525917	93.14525917
1547	93.13023862	93.13023072
1548	93.11557364	93.11558154
1549	93.09967604	93.09967604
1550	93.08518489	93.08516909
1551	93.06954014	93.06954804
1552	93.054567	93.0545591
1553	93.03758692	93.03759482
1554	93.02348293	93.02347503
1555	93.00839918	93.00841498
1556	92.99646808	92.99646808
1557	92.98811631	92.98810841
1558	92.97940107	92.97939317
1559	92.96375632	92.96376422
1560	92.95335019	92.95334229
1561	92.93851928	92.93851138
1562	92.92413085	92.92413085
1563	92.91571587	92.91571587
1564	92.90730879	92.90731669
1565	92.89258059	92.89258059
1566	92.87619311	92.87619311
1567	92.86810209	92.86810209
1568	92.85347661	92.85347661
1569	92.83829804	92.83829804
1570	92.82825537	92.82825537
1571	92.81271334	92.81270544
1572	92.79853034	92.79853034
1573	92.78474241	92.78475822
1574	92.76981669	92.76981669
1575	92.75629741	92.75629741
1576	92.74789033	92.74789823
1577	92.73983881	92.73983881
1578	92.73187421	92.73186631
1579	92.71716182	92.71716182
1580	92.70336599	92.70337389
1581	92.68847977	92.68846397
1582	92.67887958	92.67889539
1583	92.66563685	92.66562895
1584	92.657933	92.657933
1585	92.64420038	92.64420828
1586	92.63094185	92.63094185
1587	92.61652971	92.61652971
1588	92.60823325	92.60824905
1589	92.60020544	92.60020544
1590	92.58568268	92.58568268
1591	92.56972187	92.56973767
1592	92.55621049	92.55620259
1593	92.54806416	92.54805626
1594	92.53231669	92.53233249
1595	92.51733565	92.51732775
1596	92.50903919	92.50903129
1597	92.49538559	92.49540139
1598	92.48652023	92.48651233
1599	92.47227402	92.47226612
1600	92.46037453	92.46036662
1601	92.4454646	92.4454646
1602	92.43309102	92.43309102
1603	92.41955594	92.41954804
1604	92.4119311	92.4119311
1605	92.40417193	92.40417193
1606	92.39518805	92.39518805
1607	92.38341498	92.38341498
1608	92.37071745	92.37071745
1609	92.35478824	92.35478034
1610	92.34707649	92.34706858
1611	92.33359671	92.33358881
1612	92.32006163	92.32006163
1613	92.31112516	92.31112516
1614	92.29957332	92.29957332
1615	92.29018647	92.29017857
1616	92.28246681	92.28246681
1617	92.27382269	92.27382269
1618	92.26165455	92.26166245
1619	92.25373736	92.25374526
1620	92.2460256	92.2460256
1621	92.23189791	92.23189791
1622	92.22221081	92.22221081
1623	92.21425411	92.21426201
1624	92.20009482	92.20009482
1625	92.18641751	92.18644121
1626	92.17257427	92.17258217
1627	92.16520228	92.16518647
1628	92.15041877	92.15041087
1629	92.14068426	92.14069216
1630	92.12778129	92.12778129
1631	92.11210493	92.11211283
1632	92.10158028	92.10157238
1633	92.09344185	92.09344975
1634	92.0812421	92.0812421
1635	92.07345923	92.07347503
1636	92.06632427	92.06631637
1637	92.05242573	92.05243363
1638	92.04053413	92.04054204
1639	92.02792351	92.02791561
1640	92.01963496	92.01962705
1641	92.01212073	92.01212863
1642	92.00084545	92.00084545
1643	91.98814791	91.98814791
1644	91.97836599	91.97835809
1645	91.96429362	91.96429362
1646	91.95660556	91.95660556
1647	91.94849874	91.94849083
1648	91.93866941	91.93867731
1649	91.92603508	91.92604298
1650	91.91408028	91.91407238
1651	91.90734039	91.90734039
1652	91.89507743	91.89506953
1653	91.88207965	91.88209545
1654	91.87495259	91.87494469
1655	91.86185999	91.86185999
1656	91.85053729	91.85053729
1657	91.83540613	91.83540613
1658	91.82326169	91.82325379
1659	91.81123578	91.81122788
1660	91.79917035	91.79917826
1661	91.78765013	91.78765803
1662	91.77571903	91.77571113
1663	91.76871049	91.76871049
1664	91.75998736	91.75998736
1665	91.75210967	91.75210967
1666	91.74474558	91.74473767
1667	91.73226138	91.73226928
1668	91.72484197	91.72484987
1669	91.71240518	91.71240518
1670	91.70406922	91.70405341
1671	91.69687105	91.69687895
1672	91.68370733	91.68370733
1673	91.67012484	91.67013274
1674	91.65699273	91.65700063
1675	91.64857775	91.64856195
1676	91.63719975	91.63721555
1677	91.63049937	91.63049937
1678	91.62281922	91.62281131
1679	91.61522598	91.61522598
1680	91.60380057	91.60380847
1681	91.59310999	91.59311789
1682	91.58132901	91.58132111
1683	91.569872	91.5698641
1684	91.55749052	91.55749842
1685	91.54589128	91.54588338
1686	91.53673357	91.53673357
1687	91.52959861	91.52959861
1688	91.52021966	91.52021176
1689	91.51174937	91.51174937
1690	91.50390329	91.50390329
1691	91.48885904	91.48885904
1692	91.47663559	91.47663559
1693	91.46449905	91.46449905
1694	91.45316056	91.45316056
1695	91.44457965	91.44457965
1696	91.4375158	91.4375
1697	91.42651707	91.42652497
1698	91.41675095	91.41675095
1699	91.40555468	91.40555468
1700	91.39231195	91.39231195
1701	91.38027813	91.38027813
1702	91.36731195	91.36731985
1703	91.35905499	91.3590629
1704	91.35218078	91.35217288
1705	91.34158502	91.34159292
1706	91.32959861	91.32959071
1707	91.3215787	91.3215787
1708	91.30933154	91.30930784
1709	91.29953382	91.29953382
1710	91.29235936	91.29235936
1711	91.28561947	91.28561947
1712	91.27457332	91.27457332
1713	91.26378003	91.26378793
1714	91.25066372	91.25065582
1715	91.24002054	91.24003635
1716	91.22714128	91.22714128
1717	91.22060683	91.22060683
1718	91.20914981	91.20915771
1719	91.20312895	91.20312895
1720	91.19115044	91.19114254
1721	91.17743363	91.17742573
1722	91.16952434	91.16953224
1723	91.15882585	91.15883375
1724	91.15151707	91.15152497
1725	91.14047882	91.14047882
1726	91.13348609	91.13347819
1727	91.1221318	91.1221397
1728	91.10771966	91.10772756
1729	91.09721871	91.09721871
1730	91.09019437	91.09020228
1731	91.07910082	91.07909292
1732	91.07233723	91.07233723
1733	91.06442794	91.06441214
1734	91.05621839	91.0562263
1735	91.04352876	91.04352086
1736	91.03204804	91.03205594
1737	91.02469185	91.02468394
1738	91.0159134	91.0159134
1739	91.00918142	91.00918142
1740	91.0028129	91.0028208
1741	90.99174305	90.99173515
1742	90.98055468	90.98054678
1743	90.97309576	90.97309576
1744	90.963622	90.9636299
1745	90.95647124	90.95647124
1746	90.94949431	90.94949431
1747	90.94213021	90.94213812
1748	90.93440265	90.93440265
1749	90.92687263	90.92687263
1750	90.92010114	90.92010114
1751	90.91338496	90.91338496
1752	90.9068268	90.9068426
1753	90.89503793	90.89503003
1754	90.88185051	90.88185051
1755	90.87138116	90.87138906
1756	90.85975032	90.85975822
1757	90.85195954	90.85195954
1758	90.83953856	90.83953856
1759	90.83185841	90.83185051
1760	90.8249842	90.8249842
1761	90.81517067	90.81516277
1762	90.80585493	90.80584703
1763	90.79662611	90.79662611
1764	90.78649652	90.78648862
1765	90.77993047	90.77992257
1766	90.7738385	90.7738385
1767	90.76273704	90.76273704
1768	90.7528603	90.7528603
1769	90.74612832	90.74612832
1770	90.73764223	90.73764223
1771	90.7278682	90.7278682
1772	90.71778603	90.71777813
1773	90.71051675	90.71051675
1774	90.69950221	90.69949431
1775	90.69132427	90.69132427
1776	90.68369153	90.68369153
1777	90.67693584	90.67693584
1778	90.66845765	90.66845765
1779	90.66121207	90.66121997
1780	90.65417984	90.65417193
1781	90.64747155	90.64747155
1782	90.6374921	90.6374842
1783	90.63087073	90.63086283
1784	90.62014855	90.62014855
1785	90.61233407	90.61233407
1786	90.60444058	90.60444058
1787	90.59578856	90.59579646
1788	90.5886299	90.5886299
1789	90.57985145	90.57985145
1790	90.57364886	90.57365676
1791	90.56260272	90.56261062
1792	90.5477007	90.54768489
1793	90.54028129	90.54027339
1794	90.53362042	90.53362832
1795	90.52661188	90.52660398
1796	90.52065424	90.52065424
1797	90.51101454	90.51102244
1798	90.50182522	90.50181732
1799	90.49213812	90.49213812
1800	90.48475822	90.48475822
1801	90.47779709	90.47779709
1802	90.46920038	90.46920828
1803	90.46071429	90.46070638
1804	90.4511536	90.4511378
1805	90.44017067	90.44015487
1806	90.43290929	90.43290929
1807	90.42648546	90.42648546
1808	90.41676675	90.41676675
1809	90.4096792	90.4096871
1810	90.40271808	90.40271018
1811	90.39589918	90.39590708
1812	90.38772124	90.38771334
1813	90.38021492	90.38021492
1814	90.36976138	90.36976138
1815	90.36320322	90.36320322
1816	90.35301043	90.35300253
1817	90.34439001	90.34438211
1818	90.3335177	90.3335177
1819	90.32254267	90.32255057
1820	90.31464128	90.31464918
1821	90.30332649	90.30333439
1822	90.29505373	90.29506163
1823	90.28560367	90.28560367
1824	90.2789823	90.2789744
1825	90.27003003	90.27003793
1826	90.26083281	90.26082491
1827	90.25161188	90.25162769
1828	90.2426359	90.2426359
1829	90.23261694	90.23261694
1830	90.22223451	90.22225032
1831	90.21457016	90.21457016
1832	90.20530183	90.20530973
1833	90.19914665	90.19913085
1834	90.18886694	90.18887484
1835	90.18253003	90.18252212
1836	90.17338812	90.17338812
1837	90.16347187	90.16347187
1838	90.15603666	90.15602876
1839	90.14864886	90.14865676
1840	90.14070006	90.14070006
1841	90.13292509	90.13291719
1842	90.11984039	90.11984829
1843	90.11043774	90.11042984
1844	90.10364254	90.10361884
1845	90.09423198	90.09422408
1846	90.08258534	90.08259324
1847	90.07652497	90.07652497
1848	90.06880531	90.06882111
1849	90.06225506	90.06226296
1850	90.05291561	90.05290771
1851	90.04253319	90.04250948
1852	90.03603824	90.03603824
1853	90.0278129	90.02780499
1854	90.01811789	90.01810999
1855	90.00898388	90.00898388
1856	90.00196745	90.00195954
1857	89.995433	89.995433
1858	89.98640171	89.98640171
1859	89.97966182	89.97966182
1860	89.9698878	89.9698799
1861	89.9579409	89.9579409
1862	89.94858565	89.94860936
1863	89.93886694	89.93886694
1864	89.93121049	89.93121839
1865	89.92523704	89.92523704
1866	89.91945322	89.91944532
1867	89.91294248	89.91295038
1868	89.90492257	89.90493047
1869	89.89623104	89.89623894
1870	89.89010746	89.89010746
1871	89.88366783	89.88366783
1872	89.87405183	89.87405183
1873	89.86452276	89.86452276
1874	89.85773546	89.85774336
1875	89.84891751	89.84893331
1876	89.84029709	89.84030499
1877	89.8341024	89.8340866
1878	89.82712547	89.82713338
1879	89.82056732	89.82055942
1880	89.81335335	89.81335335
1881	89.80562579	89.80561789
1882	89.79966024	89.79966814
1883	89.79211441	89.79212231
1884	89.78360461	89.78359671
1885	89.77618521	89.77618521
1886	89.76573957	89.76573957
1887	89.75946587	89.75946587
1888	89.75120101	89.75121681
1889	89.74404235	89.74402655
1890	89.73834545	89.73834545
1891	89.73249842	89.73249842
1892	89.72648546	89.72649336
1893	89.72000632	89.71999052
1894	89.71233407	89.71234197
1895	89.70360303	89.70360303
1896	89.69736884	89.69735303
1897	89.6908976	89.6908897
1898	89.68291719	89.68291719
1899	89.6750158	89.6750237
1900	89.66897124	89.66897914
1901	89.65988464	89.65987674
1902	89.65128793	89.65129583
1903	89.64394753	89.64395544
1904	89.63587231	89.63587231
1905	89.6278603	89.6278603
1906	89.62252686	89.62251896
1907	89.61378793	89.61378003
1908	89.60709545	89.60709545
1909	89.59823799	89.59823799
1910	89.59171144	89.59171144
1911	89.58516119	89.58515329
1912	89.57868995	89.57868205
1913	89.57059893	89.57059893
1914	89.56398546	89.56399336
1915	89.55538085	89.55538875
1916	89.54926517	89.54926517
1917	89.54158502	89.54157712
1918	89.53164507	89.53164507
1919	89.52548198	89.52548989
1920	89.51662453	89.51663243
1921	89.51050095	89.51050095
1922	89.50446429	89.50447219
1923	89.49647598	89.49647598
1924	89.49006005	89.49006005
1925	89.48388116	89.48386536
1926	89.4778682	89.4778682
1927	89.47184735	89.47184735
1928	89.46519437	89.46519437
1929	89.45764855	89.45764855
1930	89.44994469	89.44994469
1931	89.44359197	89.44359987
1932	89.43703382	89.43703382
1933	89.43042826	89.43042035
1934	89.42290613	89.42292193
1935	89.4153682	89.4153603
1936	89.40783028	89.40783818
1937	89.39808786	89.39808786
1938	89.39158502	89.39157712
1939	89.3823641	89.3823641
1940	89.37602718	89.37601928
1941	89.36777813	89.36777023
1942	89.3585335	89.3585256
1943	89.35272598	89.35271808
1944	89.34564633	89.34565424
1945	89.3403682	89.34037611
1946	89.33445006	89.33445006
