iter	MAE	MAE
76	207.3653287	207.3653129
77	206.9885272	206.9885114
78	206.6135272	206.6135272
79	206.2394437	206.2394279
80	205.8668458	205.8668616
81	205.4957807	205.4957965
82	205.1262642	205.1262484
83	204.7583755	204.7583913
84	204.3916719	204.3916877
85	204.0260904	204.0261062
86	203.6617099	203.6616941
87	203.2988622	203.2988622
88	202.9365992	202.9365992
89	202.5770228	202.5770386
90	202.2191688	202.2191846
91	201.8620891	201.8621049
92	201.5068742	201.5068742
93	201.1529551	201.1529709
94	200.7997472	200.7997472
95	200.448641	200.4486726
96	200.0981037	200.0981037
97	199.7487516	199.7487358
98	199.4019912	199.402007
99	199.0575221	199.0575063
100	198.7153445	198.7153603
101	198.3733723	198.3733565
102	198.0331858	198.0331858
103	197.6936789	197.6936789
104	197.3556258	197.3556416
105	197.0189159	197.0189317
106	196.6838338	196.6838496
107	196.3494943	196.3494943
108	196.0174621	196.0174779
109	195.6868521	195.6868363
110	195.3596239	195.3596239
111	195.0323167	195.0323009
112	194.7096871	194.7096871
113	194.3876106	194.3876106
114	194.0688527	194.0688685
115	193.7515171	193.7514855
116	193.4336757	193.4336757
117	193.1193742	193.1193426
118	192.8048198	192.8048357
119	192.4931732	192.4931732
120	192.1821429	192.1821429
121	191.8728034	191.8728034
122	191.5650601	191.5650442
123	191.2590866	191.2591024
124	190.953682	190.9536979
125	190.650079	190.6500632
126	190.3484197	190.3484039
127	190.0472977	190.0472977
128	189.7491783	189.7491783
129	189.4511378	189.4511536
130	189.155768	189.155768
131	188.862737	188.8627528
132	188.5717446	188.5717446
133	188.2826011	188.2826485
134	187.9965392	187.9965392
135	187.7126106	187.712579
136	187.4274494	187.4274336
137	187.1449747	187.1449905
138	186.862421	186.8624052
139	186.583012	186.5829962
140	186.3047566	186.3047724
141	186.0279077	186.0279077
142	185.7541245	185.7541245
143	185.48189	185.48189
144	185.2128951	185.2128951
145	184.9457965	184.9457965
146	184.6786662	184.678682
147	184.4113938	184.411378
148	184.1461915	184.1461757
149	183.8825379	183.8825379
150	183.6212073	183.6212073
151	183.3614096	183.3613938
152	183.1046776	183.1046618
153	182.8469501	182.8469659
154	182.5917035	182.5917193
155	182.3378477	182.3378477
156	182.0833913	182.0833913
157	181.8313843	181.8313685
158	181.57933	181.5792984
159	181.3278761	181.3278761
160	181.0796144	181.0795986
161	180.8344027	180.8344027
162	180.5913717	180.5913717
163	180.3472977	180.3472977
164	180.1065107	180.1064949
165	179.8680626	179.8680626
166	179.6291719	179.6291719
167	179.3887958	179.38878
168	179.1518331	179.1518331
169	178.9176201	178.9176359
170	178.6820638	178.682048
171	178.4461757	178.4461757
172	178.2162769	178.2162611
173	177.9850506	177.9850664
174	177.7588496	177.7588654
175	177.5304994	177.5304994
176	177.3070954	177.3070796
177	177.0807364	177.0807522
178	176.8596239	176.8596397
179	176.6340708	176.6340708
180	176.4116308	176.4115992
181	176.1905973	176.1906131
182	175.974921	175.974921
183	175.7558154	175.7557838
184	175.5409924	175.5409924
185	175.320196	175.320196
186	175.1031922	175.1031764
187	174.8922882	174.8922882
188	174.6791561	174.6791403
189	174.465708	174.4656922
190	174.2516119	174.2516119
191	174.0392383	174.0392541
192	173.8294406	173.8294564
193	173.6192478	173.6192636
194	173.4173515	173.4173515
195	173.2118679	173.2118837
196	173.0062737	173.0062579
197	172.8050885	172.8051043
198	172.6015645	172.6015645
199	172.399842	172.399842
200	172.2041719	172.2041719
201	172.002402	172.0023862
202	171.8035714	171.803603
203	171.6094343	171.6094027
204	171.4142225	171.4142225
205	171.2199905	171.2199905
206	171.029725	171.0297408
207	170.8370733	170.8370733
208	170.6437263	170.6437263
209	170.458818	170.4588021
210	170.2692478	170.269232
211	170.0780341	170.0780341
212	169.8882585	169.8882743
213	169.7036188	169.7036188
214	169.518426	169.518426
215	169.3314791	169.3314791
216	169.1450063	169.1449905
217	168.9598293	168.9598135
218	168.7764223	168.7764223
219	168.5940265	168.5940265
220	168.4117573	168.4117731
221	168.231574	168.2315582
222	168.0546776	168.054646
223	167.8749368	167.8749684
224	167.6952118	167.6952276
225	167.5159924	167.5159924
226	167.3392541	167.3392383
227	167.1624684	167.162421
228	166.9861568	166.9861568
229	166.8094185	166.8094343
230	166.6338338	166.6338338
231	166.4592604	166.4592604
232	166.2872155	166.2871997
233	166.1190898	166.1190898
234	165.9444532	165.9444532
235	165.7708281	165.7708123
236	165.6006163	165.6006163
237	165.4316846	165.431653
238	165.2663401	165.2663559
239	165.100885	165.1008692
240	164.937579	164.9375632
241	164.771476	164.771476
242	164.608012	164.6079962
243	164.4459545	164.4459387
244	164.2837705	164.2837863
245	164.1194216	164.1194374
246	163.9577118	163.9577118
247	163.7929836	163.7929678
248	163.6298989	163.6298989
249	163.4676991	163.4677149
250	163.3082332	163.3082332
251	163.1452908	163.1452908
252	162.9853982	162.9853666
253	162.8265171	162.8265013
254	162.6676043	162.6676043
255	162.5096081	162.5095923
256	162.3563211	162.3563211
257	162.2003161	162.2003003
258	162.0492415	162.0492257
259	161.8940424	161.8940424
260	161.741182	161.741182
261	161.5890013	161.5890171
262	161.435177	161.435177
263	161.2856511	161.2856511
264	161.1368837	161.1368837
265	160.9878319	160.9878319
266	160.8345133	160.8345133
267	160.6868837	160.6868837
268	160.5449431	160.5449589
269	160.3991466	160.399115
270	160.2515013	160.2515013
271	160.1072377	160.1072377
272	159.9603508	159.9603508
273	159.8149178	159.814902
274	159.6705436	159.6705278
275	159.5247788	159.5247946
276	159.3791561	159.3791561
277	159.2336757	159.2336757
278	159.0913243	159.0913085
279	158.9483407	158.9483565
280	158.8023862	158.802402
281	158.6624842	158.6625
282	158.5197377	158.5197219
283	158.3746207	158.3746049
284	158.2366466	158.2366466
285	158.0960493	158.0960493
286	157.9548831	157.9548831
287	157.8143963	157.8143963
288	157.6747946	157.6748104
289	157.5380057	157.5380057
290	157.401201	157.401201
291	157.2663717	157.2663875
292	157.1325379	157.1325379
293	156.9940898	156.9941214
294	156.8562579	156.8562579
295	156.7231511	156.7231511
296	156.5894437	156.5894121
297	156.4590234	156.459055
298	156.3283186	156.3283186
299	156.1975664	156.1975822
300	156.0674621	156.0674779
301	155.938622	155.9386378
302	155.8109829	155.8109671
303	155.6773704	155.6773704
304	155.5465708	155.546555
305	155.4186315	155.4186157
306	155.2901549	155.2901549
307	155.1604614	155.1604614
308	155.0305626	155.0305468
309	154.9030341	154.9030499
310	154.7744943	154.7744785
311	154.6481827	154.6481827
312	154.5183944	154.5183786
313	154.3891119	154.3891277
314	154.2612358	154.2612516
315	154.134134	154.134134
316	154.0083913	154.0083913
317	153.8780025	153.8780025
318	153.7531922	153.753208
319	153.6300569	153.6300727
320	153.506732	153.5067478
321	153.3856037	153.3856037
322	153.2674463	153.2674147
323	153.1482617	153.1482775
324	153.0275759	153.0275601
325	152.9095291	152.9095291
326	152.789744	152.7897598
327	152.6713654	152.6713654
328	152.5507585	152.5507427
329	152.4335967	152.4335809
330	152.3137642	152.31378
331	152.1951802	152.1951643
332	152.0787769	152.0787611
333	151.9687421	151.9687263
334	151.852086	151.852086
335	151.7353034	151.7353034
336	151.6186473	151.6186473
337	151.5037611	151.5037927
338	151.3900284	151.3900126
339	151.2740992	151.2740992
340	151.1591972	151.159213
341	151.0449273	151.0449273
342	150.9307838	150.9307838
343	150.8174779	150.8174779
344	150.7056574	150.7056574
345	150.5935525	150.5935683
346	150.4842446	150.4842446
347	150.3724241	150.3724399
348	150.2621839	150.2621997
349	150.147756	150.1477402
350	150.0384324	150.0384008
351	149.924921	149.9248894
352	149.8126422	149.8126422
353	149.7032554	149.7032396
354	149.5956226	149.5956226
355	149.4827434	149.4827434
356	149.3760746	149.3760746
357	149.2634166	149.263385
358	149.1506005	149.1505847
359	149.0393805	149.0393963
360	148.9340234	148.9340234
361	148.827402	148.8274178
362	148.714744	148.7147282
363	148.6106195	148.6106195
364	148.500158	148.500158
365	148.3916403	148.3916561
366	148.2809418	148.2809735
367	148.1752212	148.1751896
368	148.0689001	148.0689001
369	147.9626106	147.9626106
370	147.8548831	147.8548831
371	147.7535556	147.7535556
372	147.6463338	147.6463338
373	147.5423515	147.5423515
374	147.4364412	147.436457
375	147.3329014	147.3328856
376	147.2269279	147.2269279
377	147.1190265	147.1190107
378	147.0144437	147.0144595
379	146.9055942	146.9055784
380	146.8026707	146.8026707
381	146.6991308	146.6991308
382	146.5945322	146.5945322
383	146.4899494	146.4899652
384	146.3853982	146.3854298
385	146.2822851	146.2822693
386	146.1808786	146.1808786
387	146.0812263	146.0812263
388	145.9761062	145.9761062
389	145.8782238	145.8782554
390	145.7802149	145.7801991
391	145.6762168	145.6762168
392	145.5748578	145.5748578
393	145.475158	145.4751422
394	145.3731511	145.3731669
395	145.2755689	145.2755531
396	145.1790139	145.1790139
397	145.0810999	145.0810841
398	144.9830594	144.9830594
399	144.8849241	144.8849399
400	144.7824273	144.7824115
401	144.6837231	144.6837231
402	144.5846081	144.5846081
403	144.4854772	144.4854456
404	144.3850506	144.3850506
405	144.2844975	144.2844975
406	144.1847187	144.1847187
407	144.0878635	144.0878635
408	143.9883059	143.9883217
409	143.8888432	143.8888432
410	143.790787	143.7908186
411	143.692952	143.692952
412	143.592952	143.592952
413	143.4958597	143.4958913
414	143.403129	143.4031131
415	143.3042984	143.3042984
416	143.2047882	143.2047882
417	143.1036346	143.1036346
418	143.0065107	143.0064949
419	142.9097661	142.9097661
420	142.8158028	142.815787
421	142.7201011	142.7201011
422	142.6231353	142.6231353
423	142.5267383	142.5267699
424	142.4345133	142.4345133
425	142.3448483	142.3448483
426	142.2483407	142.2483565
427	142.1565107	142.1565107
428	142.0604298	142.0603982
429	141.9620575	141.9620575
430	141.8645702	141.8645544
431	141.7743047	141.7742889
432	141.6846555	141.6846871
433	141.5910714	141.5910556
434	141.4969817	141.4969817
435	141.4041561	141.4041561
436	141.3123262	141.3123262
437	141.2197851	141.2197535
438	141.1347345	141.1347187
439	141.0437579	141.0437579
440	140.9500474	140.9500632
441	140.8676201	140.8676201
442	140.7789191	140.7789191
443	140.6917193	140.6917351
444	140.601043	140.601043
445	140.5131953	140.5131953
446	140.4230405	140.4230563
447	140.3301675	140.3301675
448	140.2369311	140.2369311
449	140.1536979	140.153682
450	140.0646176	140.0646018
451	139.9764381	139.9764381
452	139.8900601	139.8900601
453	139.7996997	139.7996997
454	139.7147124	139.7147282
455	139.622598	139.6226138
456	139.5345765	139.5345923
457	139.4503319	139.4503161
458	139.3586915	139.3586757
459	139.271555	139.2715708
460	139.1810209	139.1810209
461	139.0953698	139.0953856
462	139.0117889	139.0117731
463	138.9270702	138.927086
464	138.8409766	138.8409766
465	138.753366	138.753366
466	138.6630057	138.6629899
467	138.5854298	138.5854298
468	138.4988464	138.4988306
469	138.4142541	138.4142383
470	138.3272914	138.3272914
471	138.2414981	138.2414981
472	138.1591498	138.159134
473	138.0732617	138.0732617
474	137.9914191	137.9914033
475	137.9081384	137.9081226
476	137.8237358	137.8237358
477	137.739902	137.7399178
478	137.6537611	137.6537769
479	137.5696745	137.5696745
480	137.4885114	137.4885114
481	137.402007	137.4020228
482	137.3180942	137.3180942
483	137.2363464	137.2363464
484	137.1594975	137.1594975
485	137.0775917	137.0776075
486	137.0009956	137.0010114
487	136.9112674	136.9112832
488	136.8302623	136.8302465
489	136.7445796	136.7445796
490	136.6621997	136.6621997
491	136.5794722	136.5794564
492	136.4946903	136.4946903
493	136.4122155	136.4122155
494	136.3348767	136.3348925
495	136.2530657	136.2530657
496	136.1685525	136.1685525
497	136.0882111	136.0881953
498	136.0111884	136.0111884
499	135.9323483	135.9323641
500	135.8542193	135.8542193
501	135.7717604	135.7717604
502	135.6926359	135.6926359
503	135.6064001	135.6064001
504	135.5246523	135.5246523
505	135.4442952	135.4442952
506	135.3640329	135.3640329
507	135.2851928	135.2851928
508	135.2055626	135.2055626
509	135.1236884	135.1236884
510	135.0414033	135.0414191
511	134.9611252	134.9611252
512	134.8827434	134.8827434
513	134.8047408	134.8047408
514	134.7254741	134.7254741
515	134.6445796	134.6445796
516	134.5703698	134.5703856
517	134.490787	134.490787
518	134.4121523	134.4121681
519	134.3350032	134.3349874
520	134.252402	134.252402
521	134.1785082	134.1784924
522	134.0982617	134.0982617
523	134.0213021	134.0212863
524	133.9384166	133.9384166
525	133.8607617	133.8607617
526	133.7836441	133.7836283
527	133.7055626	133.7055468
528	133.6267699	133.6267699
529	133.5515013	133.5515171
530	133.4743363	133.4743363
531	133.3921618	133.392146
532	133.3128477	133.3128319
533	133.2449431	133.2449431
534	133.1663243	133.1663085
535	133.090629	133.0906448
536	133.0111726	133.0111884
537	132.9336283	132.9336283
538	132.8532554	132.8532554
539	132.7804994	132.7804994
540	132.7037295	132.7037295
541	132.6263274	132.6263432
542	132.5541087	132.5541087
543	132.4734118	132.4734197
544	132.3961599	132.3961599
545	132.3166403	132.3166403
546	132.2472424	132.2472424
547	132.1778445	132.1778524
548	132.1040771	132.1040929
549	132.0310683	132.0310446
550	131.9533502	131.9533344
551	131.8813764	131.8813764
552	131.803445	131.8034371
553	131.724842	131.7248341
554	131.6461046	131.6461125
555	131.5684418	131.5684418
556	131.494951	131.4949668
557	131.4156448	131.415629
558	131.3388274	131.3388353
559	131.2664191	131.2664191
560	131.1870812	131.1870812
561	131.1190582	131.1190661
562	131.0449905	131.0449905
563	130.9716419	130.9716419
564	130.8998894	130.8998894
565	130.8239728	130.8239728
566	130.7491308	130.7491308
567	130.6735461	130.6735461
568	130.600237	130.600237
569	130.5239491	130.5239491
570	130.4505215	130.4505373
571	130.3783423	130.3783344
572	130.303927	130.3039191
573	130.233573	130.2335651
574	130.162737	130.162737
575	130.0846555	130.0846476
576	130.0118205	130.0118363
577	129.9368363	129.9368284
578	129.862097	129.862097
579	129.7881005	129.7881005
580	129.7165534	129.7165534
581	129.6400205	129.6400126
582	129.5691135	129.5690977
583	129.4963417	129.4963417
584	129.42564	129.4256321
585	129.3509561	129.3509561
586	129.2741308	129.2741387
587	129.2013748	129.2013906
588	129.1265171	129.1265171
589	129.062737	129.0627449
590	128.9934181	128.993426
591	128.9209308	128.9209387
592	128.8484197	128.8484197
593	128.7768331	128.776841
594	128.7011773	128.7011694
595	128.6261773	128.6261694
596	128.5613148	128.561299
597	128.4864412	128.4864412
598	128.4190661	128.4190503
599	128.3483802	128.3483881
600	128.2735224	128.2735145
601	128.2034371	128.2034292
602	128.131653	128.1316451
603	128.0605326	128.0605326
604	127.9960177	127.9960256
605	127.9225743	127.9225585
606	127.8526707	127.8526707
607	127.7808154	127.7808154
608	127.7115439	127.711536
609	127.6456621	127.6456621
610	127.5737358	127.5737358
611	127.5029867	127.5029946
612	127.4362753	127.4362832
613	127.3687026	127.3687026
614	127.2945164	127.2945164
615	127.2217209	127.2217288
616	127.1506716	127.1506795
617	127.084371	127.084379
618	127.020591	127.0205831
619	126.9509403	126.9509245
620	126.8846397	126.8846397
621	126.8117731	126.8117731
622	126.739183	126.7391751
623	126.6654946	126.6654946
624	126.5926359	126.5926438
625	126.5241704	126.5241625
626	126.4511615	126.4511536
627	126.378208	126.3782159
628	126.3094106	126.3094185
629	126.2379978	126.2380057
630	126.1712705	126.1712705
631	126.1004583	126.1004741
632	126.0274336	126.0274336
633	125.9592999	125.9592999
634	125.8980247	125.8980326
635	125.8300727	125.8300648
636	125.7562737	125.7562658
637	125.6864491	125.6864412
638	125.6270228	125.6270228
639	125.56122	125.56122
640	125.4953461	125.4953224
641	125.4251343	125.4251264
642	125.3548831	125.3548752
643	125.2831463	125.2831384
644	125.212824	125.212824
645	125.140866	125.140866
646	125.071879	125.071879
647	125.0066056	125.0065977
648	124.9351691	124.9351612
649	124.8749289	124.874921
650	124.8112832	124.811299
651	124.7382901	124.7382822
652	124.67067	124.6706542
653	124.6042747	124.6042747
654	124.535177	124.5351691
655	124.474921	124.4749131
656	124.4083992	124.4083992
657	124.3416008	124.3416008
658	124.2746365	124.2746365
659	124.2047803	124.2047882
660	124.1377924	124.1377924
661	124.0663796	124.0663796
662	123.9939317	123.9939475
663	123.9273072	123.9272993
664	123.8560841	123.8560841
665	123.7861173	123.7861252
666	123.7276391	123.7276391
667	123.6587863	123.6587863
668	123.5874842	123.5874921
669	123.5175016	123.5175016
670	123.4515408	123.4515408
671	123.3854456	123.3854456
672	123.3214286	123.3214286
673	123.2552781	123.2552702
674	123.1851612	123.1851533
675	123.1217288	123.1217209
676	123.0559893	123.0559893
677	122.9871444	122.9871444
678	122.9200774	122.9200774
679	122.8547092	122.854725
680	122.7849874	122.7849795
681	122.7143963	122.7143805
682	122.6483723	122.6483802
683	122.5834545	122.5834466
684	122.5169169	122.5169248
685	122.4496207	122.4496286
686	122.3835256	122.3835177
687	122.3271176	122.3271255
688	122.2697772	122.2697693
689	122.202086	122.2020702
690	122.13253	122.13253
691	122.0751422	122.0751422
692	122.0061947	122.0061868
693	121.9423673	121.9423673
694	121.8787927	121.8787848
695	121.8143173	121.8143173
696	121.7487121	121.74872
697	121.6801201	121.6801201
698	121.61811	121.6181179
699	121.5507743	121.5507743
700	121.4845054	121.4844975
701	121.4190582	121.4190503
702	121.353445	121.3534371
703	121.2847345	121.2847187
704	121.2199905	121.2199984
705	121.1580357	121.1580436
706	121.0958992	121.0959071
707	121.0327592	121.0327671
708	120.971318	120.971318
709	120.9164744	120.9164744
710	120.8594422	120.8594422
711	120.7915218	120.7915139
712	120.724597	120.7246049
713	120.6647203	120.6647124
714	120.598641	120.5986489
715	120.5324115	120.5324115
716	120.4720133	120.4720133
717	120.4082807	120.4082728
718	120.3473056	120.3472977
719	120.2874447	120.2874526
720	120.2306495	120.2306574
721	120.1680152	120.1680152
722	120.1060999	120.1060999
723	120.0400521	120.0400601
724	119.9848214	119.9848293
725	119.9196429	119.9196508
726	119.854409	119.854409
727	119.7892936	119.7893015
728	119.7231748	119.7231985
729	119.6601928	119.6602007
730	119.5970054	119.5970054
731	119.5376896	119.5376817
732	119.47308	119.47308
733	119.4179994	119.4179836
734	119.3527339	119.3527418
735	119.2906764	119.2906685
736	119.2273783	119.2273783
737	119.1686236	119.1686157
738	119.1158976	119.1158976
739	119.0573641	119.0573562
740	119.0018015	119.0017936
741	118.9407475	118.9407475
742	118.8875948	118.887579
743	118.8255452	118.8255373
744	118.7667984	118.7667984
745	118.7060051	118.7060051
746	118.6441688	118.6441688
747	118.5816135	118.5816214
748	118.5210335	118.5210177
749	118.4589365	118.4589365
750	118.396073	118.396073
751	118.3331463	118.3331384
752	118.2687184	118.2687184
753	118.2075537	118.2075616
754	118.1433707	118.1433786
755	118.0827987	118.0827987
756	118.0187026	118.0187105
757	117.9576169	117.9576169
758	117.9041956	117.9041798
759	117.8441135	117.8441135
760	117.784537	117.7845449
761	117.7242731	117.7242731
762	117.6674068	117.6674226
763	117.611615	117.611615
764	117.5496207	117.5496365
765	117.4881795	117.4881874
766	117.4291798	117.4291719
767	117.3681021	117.3681021
768	117.3129662	117.3129741
769	117.2619706	117.2619785
770	117.2003556	117.2003635
771	117.1491862	117.1491704
772	117.0900838	117.0900838
773	117.0295828	117.0295828
774	116.9793537	116.9793616
775	116.9262326	116.9262326
776	116.8790929	116.8790929
777	116.8208597	116.8208597
778	116.7604377	116.7604219
779	116.7001659	116.7001738
780	116.6419248	116.6419169
781	116.5808944	116.5808707
782	116.5187579	116.51875
783	116.4586678	116.4586599
784	116.3981511	116.3981432
785	116.3390171	116.3390171
786	116.2810683	116.2810604
787	116.2331463	116.23317
788	116.1739412	116.1739412
789	116.1122393	116.1122393
790	116.0618995	116.0618995
791	116.0052307	116.0052307
792	115.9500632	115.9500711
793	115.8917114	115.8917035
794	115.8308786	115.8308865
795	115.7740992	115.7741071
796	115.7141435	115.7141435
797	115.6535872	115.6535793
798	115.5924779	115.59247
799	115.5349241	115.5349241
800	115.4793932	115.4793932
801	115.4190977	115.4190977
802	115.3615044	115.3614965
803	115.3032159	115.303208
804	115.2449826	115.2449905
805	115.1950221	115.1950221
806	115.1398862	115.1398941
807	115.0888116	115.0888037
808	115.0330752	115.0330831
809	114.9770307	114.9770228
810	114.918908	114.9189238
811	114.8603034	114.8603034
812	114.8034766	114.8034766
813	114.7560604	114.7560683
814	114.7009245	114.7009166
815	114.6458834	114.6458913
816	114.5903682	114.5903761
817	114.5406606	114.5406685
818	114.492786	114.4927781
819	114.4363543	114.4363464
820	114.3768094	114.3768094
821	114.3211125	114.3211283
822	114.2616229	114.2616229
823	114.2032791	114.2032791
824	114.1450458	114.1450458
825	114.0905894	114.0905815
826	114.0349399	114.0349479
827	113.9771334	113.9771413
828	113.9187342	113.9187263
829	113.8617099	113.8617178
830	113.8051596	113.8051596
831	113.75	113.7500079
832	113.7002449	113.7002449
833	113.6535319	113.6535319
834	113.5946587	113.5946587
835	113.5381953	113.5382032
836	113.4843394	113.4843394
837	113.4365044	113.4365044
838	113.3785714	113.3785556
839	113.3226217	113.3226138
840	113.2645781	113.264586
841	113.2073246	113.2073088
842	113.1489412	113.1489491
843	113.092628	113.0926122
844	113.0364175	113.0364096
845	112.9787848	112.9787769
846	112.9326643	112.9326802
847	112.8775838	112.8775759
848	112.8210888	112.8210967
849	112.7653524	112.7653524
850	112.7096713	112.7096792
851	112.652007	112.6520149
852	112.5948325	112.5948325
853	112.5379425	112.5379504
854	112.4814001	112.481408
855	112.4262958	112.4263037
856	112.3714286	112.3714444
857	112.3185841	112.3185841
858	112.2674147	112.2673989
859	112.2102797	112.2102797
860	112.1563448	112.1563448
861	112.0996365	112.0996365
862	112.0447693	112.0447693
863	111.990463	111.9904551
864	111.9368363	111.9368363
865	111.8828224	111.8828303
866	111.8355958	111.8355958
867	111.7805863	111.7805784
868	111.7348688	111.7348767
869	111.6784687	111.6784766
870	111.6241625	111.6241704
871	111.5701169	111.5701169
872	111.5139223	111.5139143
873	111.4596318	111.4596476
874	111.4048989	111.4048989
875	111.3486331	111.348641
876	111.2926359	111.292628
877	111.2370022	111.2369943
878	111.1813053	111.1812974
879	111.1257822	111.1257822
880	111.0794327	111.0794406
881	111.0307917	111.0307996
882	110.9755057	110.9755057
883	110.9312105	110.9312263
884	110.8776075	110.8776154
885	110.8270623	110.8270544
886	110.7727639	110.7727639
887	110.7203935	110.7203935
888	110.6660793	110.6660714
889	110.6237358	110.6237358
890	110.5693663	110.5693663
891	110.5153129	110.5153208
892	110.4627686	110.4627765
893	110.4082491	110.4082412
894	110.3539902	110.3539902
895	110.3019912	110.3019912
896	110.2570717	110.2570638
897	110.2033028	110.2033107
898	110.1511141	110.1510983
899	110.1068663	110.1068742
900	110.0538796	110.0538875
901	110.010335	110.0103429
902	109.9563448	109.9563527
903	109.9035477	109.9035556
904	109.8496365	109.8496286
905	109.7986726	109.7986726
906	109.7558391	109.755847
907	109.7140171	109.714025
908	109.6610461	109.6610461
909	109.6094659	109.6094738
910	109.5577039	109.557696
911	109.5053413	109.5053413
912	109.4509719	109.4509719
913	109.3980721	109.39808
914	109.3532554	109.3532633
915	109.3023704	109.3023783
916	109.2596002	109.2596239
917	109.2068505	109.2068584
918	109.1560683	109.1560762
919	109.1054362	109.1054362
920	109.0551912	109.0551912
921	109.0061552	109.0061473
922	108.9554836	108.9554757
923	108.9044169	108.904409
924	108.8526391	108.8526391
925	108.8004978	108.8004978
926	108.7505926	108.7505926
927	108.7010272	108.7010272
928	108.6497155	108.6497076
929	108.6005768	108.6005768
930	108.5492889	108.5492889
931	108.5009087	108.5009008
932	108.4497235	108.4497235
933	108.4000079	108.4000158
934	108.3514302	108.3514223
935	108.3026233	108.3026233
936	108.2542747	108.2542668
937	108.2064396	108.2064396
938	108.1655341	108.1655262
939	108.1164349	108.1164349
940	108.0665771	108.0665692
941	108.0169959	108.0169959
942	107.9676991	107.9676991
943	107.9215471	107.9215471
944	107.873317	107.8733091
945	107.8330436	107.8330436
946	107.7837863	107.7837942
947	107.7330357	107.7330278
948	107.6837705	107.6837863
949	107.6352323	107.6352402
950	107.585975	107.585975
951	107.5383217	107.5383296
952	107.4978982	107.4978982
953	107.45	107.4499921
954	107.401201	107.4011931
955	107.3539191	107.3539191
956	107.3075774	107.3075853
957	107.260335	107.2603271
958	107.2219896	107.2219817
959	107.1754346	107.1754188
960	107.1288875	107.1288796
961	107.0914112	107.0914112
962	107.0432443	107.0432443
963	106.9964523	106.9964602
964	106.9500948	106.9500948
965	106.9111805	106.9111726
966	106.8648862	106.8648783
967	106.817146	106.817146
968	106.7704251	106.7704172
969	106.7223135	106.7223056
970	106.6748499	106.674842
971	106.6277813	106.6277892
972	106.5805942	106.5805784
973	106.5346555	106.5346713
974	106.4869785	106.4869627
975	106.441024	106.441024
976	106.3938053	106.3938053
977	106.3464444	106.3464444
978	106.3010904	106.3010825
979	106.2542193	106.2542272
980	106.2184576	106.2184576
981	106.1724083	106.1724162
982	106.1266751	106.1266751
983	106.0828777	106.0828698
984	106.039025	106.039025
985	106.0035319	106.0035398
986	105.9674463	105.9674463
987	105.9230642	105.9230721
988	105.8782554	105.8782712
989	105.8425253	105.8425332
990	105.7979851	105.7979851
991	105.7543142	105.7543142
992	105.7102876	105.7102797
993	105.6657238	105.6657317
994	105.6220686	105.6220686
995	105.5780025	105.5780025
996	105.5339681	105.5339681
997	105.4897914	105.4897993
998	105.4466498	105.4466498
999	105.4114096	105.4114017
1000	105.3801596	105.3801675
1001	105.3354535	105.3354535
1002	105.2930073	105.2930073
1003	105.2502607	105.2502686
1004	105.2074431	105.207451
1005	105.1710967	105.1710967
1006	105.1281606	105.1281685
1007	105.0857617	105.0857617
1008	105.0432364	105.0432443
1009	105.0065186	105.0065265
1010	104.9656685	104.9656685
1011	104.9238701	104.923878
